Text,Problem,Question,Numbers,Equation,Answer,Constants
Anna collects 6.0 blocks . Anna 's father gives Anna 8.0 more . How many blocks does Anna have ?,Anna collects [NUM] blocks . Anna 's father gives Anna [NUM] more . How many blocks does Anna have ?,How many blocks does Anna have ?,6.0 8.0,n0 + n1,14,
"Paul had saved up 3.0 dollars . If he received another 7.0 dollars for his allowance , how many 5.0 dollar toys could he buy ?","Paul had saved up [NUM] dollars . If he received another [NUM] dollars for his allowance , how many [NUM] dollar toys could he buy ?",how many [NUM] dollar toys could he buy ?,3.0 7.0 5.0,( n0 + n1 ) / n2,2,
"Tori is a school janitor . Last week , she picked up a total of 1576.0 pieces of trash . If she picked up 344.0 pieces of trash in the classrooms , how many pieces of trash did Tori pick up outside the classrooms ?","Tori is a school janitor . Last week , she picked up a total of [NUM] pieces of trash . If she picked up [NUM] pieces of trash in the classrooms , how many pieces of trash did Tori pick up outside the classrooms ?",how many pieces of trash did Tori pick up outside the classrooms ?,1576.0 344.0,n0 - n1,1232,
"There were a total of 27.0 soccer games during the 3.0 month season . If the games are equally divided , how many soccer games are played a month ?","There were a total of [NUM] soccer games during the [NUM] month season . If the games are equally divided , how many soccer games are played a month ?",how many soccer games are played a month ?,27.0 3.0,n0 / n1,9,
"At the fair there were 9.0 people in line for the bumper cars . If 6.0 of them got tired of waiting and left and 3.0 more got in line , how many people would be in line ?","At the fair there were [NUM] people in line for the bumper cars . If [NUM] of them got tired of waiting and left and [NUM] more got in line , how many people would be in line ?",how many people would be in line ?,9.0 6.0 3.0,( n0 + n2 ) - n1,6,
"At the fair there were 31.0 people in line for the bumper cars . If 25.0 of them got tired of waiting and left and 25.0 more got in line , how many people would be in line ?","At the fair there were [NUM] people in line for the bumper cars . If [NUM] of them got tired of waiting and left and [NUM] more got in line , how many people would be in line ?",how many people would be in line ?,31.0 25.0 25.0,( n0 + n2 ) - n1,31,
"At the fair there were 10.0 people in line for the bumper cars . If 2.0 of them got tired of waiting and left and 2.0 more got in line , how many people would be in line ?","At the fair there were [NUM] people in line for the bumper cars . If [NUM] of them got tired of waiting and left and [NUM] more got in line , how many people would be in line ?",how many people would be in line ?,10.0 2.0 2.0,( n0 + n2 ) - n1,10,
Robin has 27.0 packages of gum . There are 18.0 pieces in each package . How many pieces of gum does Robin have ?,Robin has [NUM] packages of gum . There are [NUM] pieces in each package . How many pieces of gum does Robin have ?,How many pieces of gum does Robin have ?,27.0 18.0,n0 * n1,486,
"Paige picked 53.0 flowers for her friend ’ s wedding . She was making bouquets with 7.0 flowers in each one . If 18.0 of the flowers wilted before the wedding , how many bouquets could she still make ?","Paige picked [NUM] flowers for her friend ’ s wedding . She was making bouquets with [NUM] flowers in each one . If [NUM] of the flowers wilted before the wedding , how many bouquets could she still make ?",how many bouquets could she still make ?,53.0 7.0 18.0,( n0 - n2 ) / n1,5,
Mrs. Hilt bought 6.0 hot dogs . Each hot dog cost 50.0 cents . How much money did she pay for all of the hot dogs ?,Mrs. Hilt bought [NUM] hot dogs . Each hot dog cost [NUM] cents . How much money did she pay for all of the hot dogs ?,How much money did she pay for all of the hot dogs ?,6.0 50.0,n0 * n1,300,
"At the fair there were 12.0 people in line for the bumper cars . If 10.0 of them got tired of waiting and left and 15.0 more got in line , how many people would be in line ?","At the fair there were [NUM] people in line for the bumper cars . If [NUM] of them got tired of waiting and left and [NUM] more got in line , how many people would be in line ?",how many people would be in line ?,12.0 10.0 15.0,( n0 + n2 ) - n1,17,
Paco had 93.0 cookies . Paco ate 15.0 of them . How many cookies did Paco have left ?,Paco had [NUM] cookies . Paco ate [NUM] of them . How many cookies did Paco have left ?,How many cookies did Paco have left ?,93.0 15.0,n0 - n1,78,
Fred has 110.0 blue marbles . Fred has 22.0 times more blue marbles than Tim . How many blue marbles does Tim have ?,Fred has [NUM] blue marbles . Fred has [NUM] times more blue marbles than Tim . How many blue marbles does Tim have ?,How many blue marbles does Tim have ?,110.0 22.0,n0 / n1,5,
A cereal box holds 18.0 cups of cereal . Each serving is 2.0 cups . How many servings are in the whole box ?,A cereal box holds [NUM] cups of cereal . Each serving is [NUM] cups . How many servings are in the whole box ?,How many servings are in the whole box ?,18.0 2.0,n0 / n1,9,
"Mary found 2.0 seashells and Keith found 5.0 seashells on the beach . When they cleaned them , they discovered that 9.0 were cracked . How many seashells did they find together ?","Mary found [NUM] seashells and Keith found [NUM] seashells on the beach . When they cleaned them , they discovered that [NUM] were cracked . How many seashells did they find together ?",How many seashells did they find together ?,2.0 5.0 9.0,n0 + n1,7,
"How much interest , in dollars , will you pay on a 8100.0 dollars loan for 1.0 year if the interest rate is 15.0 % ?","How much interest , in dollars , will you pay on a [NUM] dollars loan for [NUM] year if the interest rate is [NUM] % ?","How much interest , in dollars , will you pay on a [NUM] dollars loan for [NUM] year if the interest rate is [NUM] % ?",8100.0 1.0 15.0,( x0_01 * n0 ) * n2,1215,0.01
Joan has 9.0 blue balloons but lost 2.0 of them . How many blue balloons does Joan have now ?,Joan has [NUM] blue balloons but lost [NUM] of them . How many blue balloons does Joan have now ?,How many blue balloons does Joan have now ?,9.0 2.0,n0 - n1,7,
Roger has 92.0 blocks . 2.0 are eaten by a hippopotamus . How many blocks will Roger have ?,Roger has [NUM] blocks . [NUM] are eaten by a hippopotamus . How many blocks will Roger have ?,How many blocks will Roger have ?,92.0 2.0,n0 - n1,90,
Joan went to 4.0 football games this year . She went to 9.0 football games last year . How many football games did Joan go to in all ?,Joan went to [NUM] football games this year . She went to [NUM] football games last year . How many football games did Joan go to in all ?,How many football games did Joan go to in all ?,4.0 9.0,n0 + n1,13,
"Isha ’ s pencil is 12.0 cubes long . If she gets another pencil that is 12.0 cubes long , how many cubes long are both pencils ?","Isha ’ s pencil is [NUM] cubes long . If she gets another pencil that is [NUM] cubes long , how many cubes long are both pencils ?",how many cubes long are both pencils ?,12.0 12.0,n0 + n1,24,
"If Joan bicycled 25.0 miles at 5.0 miles per hour , how long was Joan travelling ?","If Joan bicycled [NUM] miles at [NUM] miles per hour , how long was Joan travelling ?",how long was Joan travelling ?,25.0 5.0,n0 / n1,5,
"Megan baked 68.0 cupcakes for her school 's bake sale . If her brother , Todd , ate 32.0 of them how many packages could she make if she put 6.0 cupcake in each package ?","Megan baked [NUM] cupcakes for her school 's bake sale . If her brother , Todd , ate [NUM] of them how many packages could she make if she put [NUM] cupcake in each package ?",how many packages could she make if she put [NUM] cupcake in each package ?,68.0 32.0 6.0,( n0 - n1 ) / n2,6,
Mike has 87.0 baseball cards . Sam bought 13.0 of Mike 's baseball cards . How many baseball cards does Mike have now ?,Mike has [NUM] baseball cards . Sam bought [NUM] of Mike 's baseball cards . How many baseball cards does Mike have now ?,How many baseball cards does Mike have now ?,87.0 13.0,n0 - n1,74,
"Wendy was playing a video game where she scores 5.0 points for each treasure she finds . If she found 4.0 treasures on the first level and 3.0 on the second , what would her score be ?","Wendy was playing a video game where she scores [NUM] points for each treasure she finds . If she found [NUM] treasures on the first level and [NUM] on the second , what would her score be ?",what would her score be ?,5.0 4.0 3.0,n0 * ( n1 + n2 ),35,
There are 96.0 cupcakes for 8.0 children to share . How much will each person get if they share the cupcakes equally ?,There are [NUM] cupcakes for [NUM] children to share . How much will each person get if they share the cupcakes equally ?,How much will each person get if they share the cupcakes equally ?,96.0 8.0,n0 / n1,12,
A pet supply store has 600.0 bags of dog food and 327.0 bags of cat food . How many more bags of dog food are there than cat food ?,A pet supply store has [NUM] bags of dog food and [NUM] bags of cat food . How many more bags of dog food are there than cat food ?,How many more bags of dog food are there than cat food ?,600.0 327.0,n0 - n1,273,
"A florist had 11.0 roses . If she sold 2.0 of them and then later picked 32.0 more , how many roses would she have ?","A florist had [NUM] roses . If she sold [NUM] of them and then later picked [NUM] more , how many roses would she have ?",how many roses would she have ?,11.0 2.0 32.0,( n0 + n2 ) - n1,41,
Jason grew 23.0 watermelons and 18.0 turnips . Nancy grew 28.0 watermelons . How many watermelons did they grow in total ?,Jason grew [NUM] watermelons and [NUM] turnips . Nancy grew [NUM] watermelons . How many watermelons did they grow in total ?,How many watermelons did they grow in total ?,23.0 18.0 28.0,n0 + n2,51,
"Jessica spent $ 10.22 on a cat toy , and a cage cost her $ 11.73 . What was the total cost of Jessica 's purchases ?","Jessica spent $ [NUM] on a cat toy , and a cage cost her $ [NUM] . What was the total cost of Jessica 's purchases ?",What was the total cost of Jessica 's purchases ?,10.22 11.73,n0 + n1,21.95,
"A florist had 50.0 roses . If she sold 15.0 of them and then later picked 21.0 more , how many roses would she have ?","A florist had [NUM] roses . If she sold [NUM] of them and then later picked [NUM] more , how many roses would she have ?",how many roses would she have ?,50.0 15.0 21.0,( n0 + n2 ) - n1,56,
A pet store had 56.0 puppies . In one day they sold 24.0 of them and put the rest into cages with 4.0 in each cage . How many cages did they use ?,A pet store had [NUM] puppies . In one day they sold [NUM] of them and put the rest into cages with [NUM] in each cage . How many cages did they use ?,How many cages did they use ?,56.0 24.0 4.0,( n0 - n1 ) / n2,8,
"There are 5.0 people on the Green Bay High track team . If a relay race is 150.0 meters long , how far will each team member have to run ?","There are [NUM] people on the Green Bay High track team . If a relay race is [NUM] meters long , how far will each team member have to run ?",how far will each team member have to run ?,5.0 150.0,n1 / n0,30,
"While shopping , Maria bought 40.0 green towels and 44.0 white towels . If she gave her mother 65.0 of them , how many towels did Maria end up with ?","While shopping , Maria bought [NUM] green towels and [NUM] white towels . If she gave her mother [NUM] of them , how many towels did Maria end up with ?",how many towels did Maria end up with ?,40.0 44.0 65.0,( n0 + n1 ) - n2,19,
There are 54.0 scissors in the drawer . Keith placed 22.0 scissors in the drawer . How many scissors are now there in all ?,There are [NUM] scissors in the drawer . Keith placed [NUM] scissors in the drawer . How many scissors are now there in all ?,How many scissors are now there in all ?,54.0 22.0,n0 + n1,76,
Jose starts with 7.0 bottle caps . He gets 2.0 more from Rebecca . How many bottle caps does Jose end with ?,Jose starts with [NUM] bottle caps . He gets [NUM] more from Rebecca . How many bottle caps does Jose end with ?,How many bottle caps does Jose end with ?,7.0 2.0,n0 + n1,9,
