Text,Problem,Question,Numbers,Equation,Answer
at lunch a waiter had 10 customers and 5 of them did n't leave a tip . if he got $ 3 each from the 1 who did tip how much money did he earn ?,at lunch a waiter had [NUM] customers and [NUM] of them did n't leave a tip . if he got $ [NUM] each from the [NUM] who did tip how much money did he earn ?,how much money did he earn ?,10 5 3 1,( n0 - n1 ) * n2,15
a worksheet had 4 problems on it . if a teacher had 9 worksheets to grade and had already graded 5 of them how many more problems does she have to grade ?,a worksheet had [NUM] problems on it . if a teacher had [NUM] worksheets to grade and had already graded [NUM] of them how many more problems does she have to grade ?,how many more problems does she have to grade ?,4 9 5,( n1 - n2 ) * n0,16
dave had 10 video games but 2 of them were n't working . if he wanted to sell the working games for $ 4 each how much money could he earn ?,dave had [NUM] video games but [NUM] of them were n't working . if he wanted to sell the working games for $ [NUM] each how much money could he earn ?,how much money could he earn ?,10 2 4,( n0 - n1 ) * n2,32
at a restaurant each adult meal costs $ 8 and kids eat free . if a group of 11 people came in and 2 were kids how much would it cost for the group to eat ?,at a restaurant each adult meal costs $ [NUM] and kids eat free . if a group of [NUM] people came in and [NUM] were kids how much would it cost for the group to eat ?,how much would it cost for the group to eat ?,8 11 2,( n1 - n2 ) * n0,72
at the fair kaleb bought 6 tickets . after riding the ferris wheel he had 3 tickets left . if each ticket cost 9 dollars how much money did kaleb spend riding the ferris wheel ?,at the fair kaleb bought [NUM] tickets . after riding the ferris wheel he had [NUM] tickets left . if each ticket cost [NUM] dollars how much money did kaleb spend riding the ferris wheel ?,how much money did kaleb spend riding the ferris wheel ?,6 3 9,( n0 - n1 ) * n2,27
a trivia team had 9 members total but during a game 3 members did n't show up . if each member that did show up scored 2 points how many points were scored total ?,a trivia team had [NUM] members total but during a game [NUM] members did n't show up . if each member that did show up scored [NUM] points how many points were scored total ?,how many points were scored total ?,9 3 2,( n0 - n1 ) * n2,12
sam invited 9 friends to a birthday party but 6 could n't come . if he wanted to buy enough cupcakes so each person could have exactly 2 how many should he buy ?,sam invited [NUM] friends to a birthday party but [NUM] could n't come . if he wanted to buy enough cupcakes so each person could have exactly [NUM] how many should he buy ?,how many should he buy ?,9 6 2,( n0 - n1 ) * n2,6
anne had 15 sweettarts . if anne gave equal numbers of sweettarts to her 3 friends how many sweettarts did each person eat ?,anne had [NUM] sweettarts . if anne gave equal numbers of sweettarts to her [NUM] friends how many sweettarts did each person eat ?,how many sweettarts did each person eat ?,15 3,n0 / n1,5
matthew had 27 crackers . if matthew gave equal numbers of crackers to his 9 friends how many crackers did each person eat ?,matthew had [NUM] crackers . if matthew gave equal numbers of crackers to his [NUM] friends how many crackers did each person eat ?,how many crackers did each person eat ?,27 9,n0 / n1,3
shirley sold 54 boxes of trefoils . how many cases of 6 boxes does shirley need to deliver ?,shirley sold [NUM] boxes of trefoils . how many cases of [NUM] boxes does shirley need to deliver ?,how many cases of [NUM] boxes does shirley need to deliver ?,54 6,n0 / n1,9
billy had 72 lemon heads . if billy gave equal numbers of lemon heads to his 6 friends how many lemon heads did each person eat ?,billy had [NUM] lemon heads . if billy gave equal numbers of lemon heads to his [NUM] friends how many lemon heads did each person eat ?,how many lemon heads did each person eat ?,72 6,n0 / n1,12
there are 25 pencils in frances 's pencil collection . if the pencils are organized into 5 groups how big is each group ?,there are [NUM] pencils in frances 's pencil collection . if the pencils are organized into [NUM] groups how big is each group ?,how big is each group ?,25 5,n0 / n1,5
there are 35 eggs in margaret 's egg collection . if the eggs are organized into 5 groups how big is each group ?,there are [NUM] eggs in margaret 's egg collection . if the eggs are organized into [NUM] groups how big is each group ?,how big is each group ?,35 5,n0 / n1,7
there are 9 students in the class and 27 skittles . if the skittles are divided equally among the students how many does each student get ?,there are [NUM] students in the class and [NUM] skittles . if the skittles are divided equally among the students how many does each student get ?,how many does each student get ?,9 27,n1 / n0,3
the school is planning a field trip . there are 60 students and 10 seats on each school bus . how many buses are needed to take the trip ?,the school is planning a field trip . there are [NUM] students and [NUM] seats on each school bus . how many buses are needed to take the trip ?,how many buses are needed to take the trip ?,60 10,n0 / n1,6
there are 560 bottle caps in terry 's bottle cap collection . if the bottle caps are organized into 80 groups how big is each group ?,there are [NUM] bottle caps in terry 's bottle cap collection . if the bottle caps are organized into [NUM] groups how big is each group ?,how big is each group ?,560 80,n0 / n1,7
there are 64 marbles in phyllis 's marble collection . if the marbles are organized into 32 groups how big is each group ?,there are [NUM] marbles in phyllis 's marble collection . if the marbles are organized into [NUM] groups how big is each group ?,how big is each group ?,64 32,n0 / n1,2
lawrence has 5504 marbles . if he shares them among 64 friends how many marbles does each friend get ?,lawrence has [NUM] marbles . if he shares them among [NUM] friends how many marbles does each friend get ?,how many marbles does each friend get ?,5504 64,n0 / n1,86
peter wants to split a collection of pencils into groups of 11 peter has 154 pencils . how many groups will be created ?,peter wants to split a collection of pencils into groups of [NUM] peter has [NUM] pencils . how many groups will be created ?,how many groups will be created ?,11 154,n1 / n0,14
albert is inviting 34 friends to a party . he has 1802 cookies . how many cookies will each friend get ?,albert is inviting [NUM] friends to a party . he has [NUM] cookies . how many cookies will each friend get ?,how many cookies will each friend get ?,34 1802,n1 / n0,53
there are 820 blocks in bridget 's block collection . if the blocks are organized into 82 groups how big is each group ?,there are [NUM] blocks in bridget 's block collection . if the blocks are organized into [NUM] groups how big is each group ?,how big is each group ?,820 82,n0 / n1,10
there are 407 bananas in philip 's banana collection . if the bananas are organized into 11 groups how big is each group ?,there are [NUM] bananas in philip 's banana collection . if the bananas are organized into [NUM] groups how big is each group ?,how big is each group ?,407 11,n0 / n1,37
dennis has 4028 pencils stored in boxes . if the are 53 boxes how many pencils must go in each box ?,dennis has [NUM] pencils stored in boxes . if the are [NUM] boxes how many pencils must go in each box ?,how many pencils must go in each box ?,4028 53,n0 / n1,76
peter has 54 tickets and 4 pencils . if he shares the tickets among 9 friends how many tickets does each friend get ?,peter has [NUM] tickets and [NUM] pencils . if he shares the tickets among [NUM] friends how many tickets does each friend get ?,how many tickets does each friend get ?,54 4 9,n0 / n2,6
ronald has 16 eggs and 3 candies . if he shares the eggs among 8 friends how many eggs does each friend get ?,ronald has [NUM] eggs and [NUM] candies . if he shares the eggs among [NUM] friends how many eggs does each friend get ?,how many eggs does each friend get ?,16 3 8,n0 / n2,2
rebecca wants to split a collection of eggs into groups of 2 rebecca has 16 eggs and 3 marbles . how many groups will be created ?,rebecca wants to split a collection of eggs into groups of [NUM] rebecca has [NUM] eggs and [NUM] marbles . how many groups will be created ?,how many groups will be created ?,2 16 3,n1 / n0,8
laura has 28 blocks and 8 cards . if she shares the blocks among 4 friends how many blocks does each friend get ?,laura has [NUM] blocks and [NUM] cards . if she shares the blocks among [NUM] friends how many blocks does each friend get ?,how many blocks does each friend get ?,28 8 4,n0 / n2,7
