Text,Problem,Question,Numbers,Equation,Answer
sean is playing monopoly with his friends . he already has 27 houses . sean traded in 8 houses for money to buy park place . he collected so much rent that he decided to buy 12 more houses . how many houses did sean have then ?,sean is playing monopoly with his friends . he already has [NUM] houses . sean traded in [NUM] houses for money to buy park place . he collected so much rent that he decided to buy [NUM] more houses . how many houses did sean have then ?,how many houses did sean have then ?,27 8 12,( n0 - n1 ) + n2,31
lou 's shoes must sell 80 pairs of shoes each month . they sold 27 pairs last week and 12 pairs this week . how many more pairs of shoes must they sell ?,lou 's shoes must sell [NUM] pairs of shoes each month . they sold [NUM] pairs last week and [NUM] pairs this week . how many more pairs of shoes must they sell ?,how many more pairs of shoes must they sell ?,80 27 12,( n0 - n1 ) - n2,41
diane wants to buy a package of cookies . the cookies cost 65 cents . diane has 27 cents . how much more money does she need ?,diane wants to buy a package of cookies . the cookies cost [NUM] cents . diane has [NUM] cents . how much more money does she need ?,how much more money does she need ?,65 27,n0 - n1,38
andy had 31 baseball cards . his dad gave him some more . then andy had 50 baseball cards . how many baseball cards did andy get from his dad ?,andy had [NUM] baseball cards . his dad gave him some more . then andy had [NUM] baseball cards . how many baseball cards did andy get from his dad ?,how many baseball cards did andy get from his dad ?,31 50,n1 - n0,19
zachary did 47 push-ups in gym class today . david did 15 more push-ups than zachary . how many push-ups did david do ?,zachary did [NUM] push-ups in gym class today . david did [NUM] more push-ups than zachary . how many push-ups did david do ?,how many push-ups did david do ?,47 15,n0 + n1,62
christine has 11 stickers on her good helper chart . she needs 30 stickers to get a prize . how many more stickers does christine need ?,christine has [NUM] stickers on her good helper chart . she needs [NUM] stickers to get a prize . how many more stickers does christine need ?,how many more stickers does christine need ?,11 30,n1 - n0,19
rachel baked some brownies . she brought 16 brownies to school that day . she left 24 brownies at home . how many brownies did rachel bake ?,rachel baked some brownies . she brought [NUM] brownies to school that day . she left [NUM] brownies at home . how many brownies did rachel bake ?,how many brownies did rachel bake ?,16 24,n0 + n1,40
the sum of two numbers is 62 . one of the numbers is 27 . what is the other number ?,the sum of two numbers is [NUM] . one of the numbers is [NUM] . what is the other number ?,the sum of two numbers is [NUM] . one of the numbers is [NUM] . what is the other number ?,62 27,n0 - n1,35
kim sold 54 boxes of girl scout cookies . jennifer sold 17 more boxes than kim . how many boxes of cookies did jennifer sell ?,kim sold [NUM] boxes of girl scout cookies . jennifer sold [NUM] more boxes than kim . how many boxes of cookies did jennifer sell ?,how many boxes of cookies did jennifer sell ?,54 17,n0 + n1,71
belle collected 97 animal stickers . carolyn collected 18 fewer stickers than belle . how many stickers did carolyn collect ?,belle collected [NUM] animal stickers . carolyn collected [NUM] fewer stickers than belle . how many stickers did carolyn collect ?,how many stickers did carolyn collect ?,97 18,n0 - n1,79
peter had 33 marbles in his pocket . he lost some when he went outside to play . now he only has 18 marbles . how many marbles did peter lose ?,peter had [NUM] marbles in his pocket . he lost some when he went outside to play . now he only has [NUM] marbles . how many marbles did peter lose ?,how many marbles did peter lose ?,33 18,n0 - n1,15
vincent has learned the words to 56 songs . he learned 18 more songs at summer camp . how many songs does vincent know now ?,vincent has learned the words to [NUM] songs . he learned [NUM] more songs at summer camp . how many songs does vincent know now ?,how many songs does vincent know now ?,56 18,n0 + n1,74
laurie has 12 more marbles than kurt . kurt has 45 marbles less than dennis . dennis has 70 marbles . how many marbles does laurie have ?,laurie has [NUM] more marbles than kurt . kurt has [NUM] marbles less than dennis . dennis has [NUM] marbles . how many marbles does laurie have ?,how many marbles does laurie have ?,12 45 70,( n2 - n1 ) + n0,37
kate maggie and sue added up their ages . the total was 48 kate is 19 and maggie is 17 how old is sue ?,kate maggie and sue added up their ages . the total was [NUM] kate is [NUM] and maggie is [NUM] how old is sue ?,old is sue ?,48 19 17,( n0 - n1 ) - n2,12
anthony gets 75 cents every day for lunch . he bought a juice box for 27 cents . he also bought a cupcake . anthony had 8 cents left . how much did the cupcake cost ?,anthony gets [NUM] cents every day for lunch . he bought a juice box for [NUM] cents . he also bought a cupcake . anthony had [NUM] cents left . how much did the cupcake cost ?,how much did the cupcake cost ?,75 27 8,( n0 - n1 ) - n2,40
december is a busy month for the toy store . they had 95 games on the shelf . 68 games were sold the first week . the store got 47 more games from the factory . how many games did they have then ?,december is a busy month for the toy store . they had [NUM] games on the shelf . [NUM] games were sold the first week . the store got [NUM] more games from the factory . how many games did they have then ?,how many games did they have then ?,95 68 47,( n0 - n1 ) + n2,74
the third graders are having a fair . they have 90 tickets to sell . they sold 38 tickets the first week and 17 tickets the second week . how many tickets do they have left to sell ?,the third graders are having a fair . they have [NUM] tickets to sell . they sold [NUM] tickets the first week and [NUM] tickets the second week . how many tickets do they have left to sell ?,how many tickets do they have left to sell ?,90 38 17,( n0 - n2 ) - n1,35
kevin collected toys to use as prizes at the fair . he collected 14 stuffed animals . he also collected 18 frisbees and several yo-yos . kevin has 50 prizes in all . how many yo-yos did kevin collect ?,kevin collected toys to use as prizes at the fair . he collected [NUM] stuffed animals . he also collected [NUM] frisbees and several yo-yos . kevin has [NUM] prizes in all . how many yo-yos did kevin collect ?,how many yo-yos did kevin collect ?,14 18 50,( n2 - n1 ) - n0,18
jasper is in charge of the refreshments . he sold 27 bags of chips . he sold 8 fewer hot dogs than chips . he sold 12 more drinks than hot dogs . how many drinks did jasper sell ?,jasper is in charge of the refreshments . he sold [NUM] bags of chips . he sold [NUM] fewer hot dogs than chips . he sold [NUM] more drinks than hot dogs . how many drinks did jasper sell ?,how many drinks did jasper sell ?,27 8 12,( n0 - n1 ) + n2,31
the ice rink has 85 pairs of skates to rent . 18 people rented skates when the ice rink opened . 25 more people rented skates during the first hour . how many pairs of skates are left ?,the ice rink has [NUM] pairs of skates to rent . [NUM] people rented skates when the ice rink opened . [NUM] more people rented skates during the first hour . how many pairs of skates are left ?,how many pairs of skates are left ?,85 18 25,( n0 - n1 ) - n2,42
jake set up a candy stand in his front yard . he has 80 pieces of candy to sell . he sold 15 pieces of candy on monday . he sold much more than that on tuesday . by wednesday jakes only had 7 pieces left . how many pieces of candy did jake sell on tuesday ?,jake set up a candy stand in his front yard . he has [NUM] pieces of candy to sell . he sold [NUM] pieces of candy on monday . he sold much more than that on tuesday . by wednesday jakes only had [NUM] pieces left . how many pieces of candy did jake sell on tuesday ?,how many pieces of candy did jake sell on tuesday ?,80 15 7,( n0 - n1 ) - n2,58
the ski resort reported 65 inches of snow in january . they measured 18 inches of snow during the first week . they measured 25 inches of snow the second week . how much snow did they get the rest of the month ?,the ski resort reported [NUM] inches of snow in january . they measured [NUM] inches of snow during the first week . they measured [NUM] inches of snow the second week . how much snow did they get the rest of the month ?,how much snow did they get the rest of the month ?,65 18 25,( n0 - n1 ) - n2,22
